 ,sensor_id,sensor_x,sensor_y,sensor_z,index_finger,thumb,sensor_status,
38:07.1,1,299.906,67.781,1107.815,582,631,VALID_DATA,柚子60
38:10.7,1,400.969,29.831,1012.256,572,621,VALID_DATA,柚子60
38:25.0,1,375.9,449.25,670.219,567,616,VALID_DATA,柚子62
38:28.5,1,514.894,421.875,408.315,557,606,VALID_DATA,柚子62
38:38.7,1,433.331,338.962,519.755,562,611,VALID_DATA,柚子63
38:41.9,1,453.694,310.819,352.685,552,601,VALID_DATA,柚子63
38:54.3,1,605.1,221.981,829.818,542,591,VALID_DATA,柚子65
38:59.1,1,703.219,176.85,667.315,532,581,VALID_DATA,柚子65
39:22.1,1,488.156,-172.669,922.413,547,596,VALID_DATA,柚子64
39:25.3,1,594.956,-161.287,820.894,537,586,VALID_DATA,柚子64
39:35.6,1,418.312,-359.156,535.486,522,571,VALID_DATA,柚子66
39:45.8,1,419.456,-373.538,444.221,497,546,VALID_DATA,柚子66
39:56.4,1,272.325,254.344,945.04,562,611,VALID_DATA,柚子67
40:05.4,1,311.738,254.812,923.895,552,601,VALID_DATA,柚子67
40:14.2,1,234.863,-63.487,1144.69,577,626,VALID_DATA,柚子68
40:17.7,1,299.175,-87.469,1122.698,567,616,VALID_DATA,柚子68
41:25.5,1,57.375,140.606,1013.919,582,631,VALID_DATA,柚子69
41:31.0,1,196.387,106.894,956.354,572,621,VALID_DATA,柚子69
41:47.3,1,180.431,77.981,990.657,572,621,VALID_DATA,柚子70
41:51.2,1,286.219,63.975,916.908,562,611,VALID_DATA,柚子70
42:29.1,1,549.844,368.175,395.337,552,601,VALID_DATA,柚子71
42:33.7,1,445.312,328.387,162.715,542,591,VALID_DATA,柚子71
43:02.9,1,589.969,187.425,251.831,562,611,VALID_DATA,柚子72
43:06.2,1,569.587,161.194,148.891,552,601,VALID_DATA,柚子72
43:17.9,1,617.25,200.981,577.624,562,611,VALID_DATA,柚子74
43:22.2,1,597.844,213.881,402.144,552,601,VALID_DATA,柚子74
43:33.2,1,329.794,488.906,528.044,562,611,VALID_DATA,柚子76
43:36.6,1,347.044,471.45,353.411,552,601,VALID_DATA,柚子76
43:44.9,1,476.7,81.412,974.413,552,601,VALID_DATA,柚子77
43:49.0,1,543.319,102.694,902.841,542,591,VALID_DATA,柚子77
44:18.4,1,569.513,160.369,816.266,557,606,VALID_DATA,柚子75
44:22.1,1,653.156,159.169,684.89,547,596,VALID_DATA,柚子75
44:36.3,1,346.894,352.688,187.157,537,586,VALID_DATA,柚子78
44:41.2,1,313.35,339.656,166.617,527,576,VALID_DATA,柚子78
45:37.2,1,526.425,336.863,631.317,572,621,VALID_DATA,柚子73
45:40.7,1,575.756,334.125,444.403,562,611,VALID_DATA,柚子73
45:51.6,1,543.769,-80.4,620.095,557,606,VALID_DATA,柚子79
45:54.2,1,542.587,-78.075,420.082,547,596,VALID_DATA,柚子79
46:46.7,1,453.9,230.287,382.844,557,606,VALID_DATA,柚子80
46:51.4,1,424.65,171.675,226.361,547,596,VALID_DATA,柚子80
47:49.1,1,630.75,182.4,680.504,557,606,VALID_DATA,柚子81
47:52.6,1,649.519,172.294,588.09,547,596,VALID_DATA,柚子81
50:34.7,1,544.369,-7.369,949.578,547,596,VALID_DATA,柚子82
50:40.0,1,663.862,-43.369,681.865,537,586,VALID_DATA,柚子82
51:12.7,1,675.825,160.556,627.536,542,591,VALID_DATA,柚子83
51:16.2,1,738.169,164.381,423.137,532,581,VALID_DATA,柚子83
52:45.7,1,433.256,334.238,840.315,552,601,VALID_DATA,柚子84
52:49.5,1,534.263,343.875,721.765,542,591,VALID_DATA,柚子84
53:01.2,1,437.044,137.325,979.918,557,606,VALID_DATA,柚子85
53:05.4,1,624,142.256,731.173,547,596,VALID_DATA,柚子85
53:16.9,1,692.419,-43.744,709.756,532,581,VALID_DATA,柚子87
53:21.1,1,706.875,-66.487,440.047,522,571,VALID_DATA,柚子87
53:44.2,1,528.319,-12.731,688.823,512,561,VALID_DATA,柚子86
53:47.8,1,550.144,7.331,589.542,502,551,VALID_DATA,柚子86
54:12.1,1,566.156,-32.888,533.731,537,586,VALID_DATA,柚子88
54:15.8,1,564.375,-4.744,411.037,527,576,VALID_DATA,柚子88
54:40.9,1,544.462,330.881,548.039,547,596,VALID_DATA,柚子89
54:45.1,1,562.538,306.619,389.257,537,586,VALID_DATA,柚子89
54:57.7,1,465.637,313.406,222.821,542,591,VALID_DATA,柚子91
55:01.3,1,429.656,256.275,102.547,532,581,VALID_DATA,柚子91
55:11.4,1,488.344,78.844,74.566,517,566,VALID_DATA,柚子92
55:15.9,1,424.556,69.731,46.918,507,556,VALID_DATA,柚子92
55:44.3,1,494.663,-128.569,596.137,547,596,VALID_DATA,柚子90
55:47.5,1,481.519,-121.013,388.894,537,586,VALID_DATA,柚子90
56:11.9,1,401.775,102.975,992.926,537,586,VALID_DATA,柚子93
56:16.5,1,624.825,76.294,686.615,527,576,VALID_DATA,柚子93
56:27.4,1,623.456,32.531,473.957,527,576,VALID_DATA,柚子94
56:30.7,1,563.925,38.362,221.793,517,566,VALID_DATA,柚子94
56:56.9,1,448.913,12.9,201.677,507,556,VALID_DATA,柚子95
57:00.7,1,398.062,11.944,130.014,497,546,VALID_DATA,柚子95
13:32.4,1,162.431,-41.381,823.254,583,632,VALID_DATA,基准值
14:11.4,1,447.994,-102.225,1010.955,558,607,VALID_DATA,柚子96
14:20.7,1,613.069,-233.194,734.168,548,597,VALID_DATA,柚子96
14:30.7,1,625.481,211.781,585.458,548,597,VALID_DATA,柚子98
14:34.3,1,664.631,205.369,449.848,538,587,VALID_DATA,柚子98
14:45.4,1,563.156,-215.569,652.281,538,587,VALID_DATA,柚子99
14:49.1,1,565.519,-232.875,428.824,528,577,VALID_DATA,柚子99
15:10.5,1,505.387,-145.406,1036.758,548,597,VALID_DATA,柚子97
15:14.2,1,605.269,-177.787,958.744,538,587,VALID_DATA,柚子97
15:24.0,1,593.1,134.4,320.196,548,597,VALID_DATA,柚子99
15:27.8,1,555.3,130.125,206.759,538,587,VALID_DATA,柚子99
15:40.4,1,484.406,-334.256,385.536,533,582,VALID_DATA,柚子100
15:44.1,1,447.413,-313.594,286.044,523,572,VALID_DATA,柚子100
16:12.5,1,388.462,-319.613,254.372,523,572,VALID_DATA,柚子101
16:15.9,1,319.444,-249.956,140.481,513,562,VALID_DATA,柚子101
16:25.5,1,637.481,-96.15,428.249,533,582,VALID_DATA,柚子102
16:29.0,1,610.106,-78.6,315.659,523,572,VALID_DATA,柚子102
04:30.3,1,-75.412,72,984.638,735,697,VALID_DATA,基准值
03:52.1,1,772.388,103.612,1303.957,681,707,VALID_DATA,基准值
04:15.4,1,699.375,73.425,1465.431,671,697,VALID_DATA,杨桃1
04:19.3,1,731.044,33.525,1486.727,661,687,VALID_DATA,杨桃1
04:32.5,1,969.9,151.613,1397.762,666,692,VALID_DATA,杨桃2
04:35.6,1,1206.281,155.044,1358.8,656,682,VALID_DATA,杨桃2
04:53.9,1,740.588,87.487,1408.319,671,697,VALID_DATA,杨桃3
04:59.1,1,811.725,43.987,1493.14,661,687,VALID_DATA,杨桃3
05:16.3,1,758.194,91.725,1461.982,666,692,VALID_DATA,杨桃4
05:22.3,1,876.169,60.862,1581.984,656,682,VALID_DATA,杨桃4
05:35.0,1,963.9,35.531,1495.137,656,682,VALID_DATA,杨桃5
05:39.6,1,1149.375,-48.506,1438.266,646,672,VALID_DATA,杨桃5
06:09.1,1,880.481,64.856,1437.631,671,697,VALID_DATA,杨桃6
06:12.2,1,1213.425,-33.413,1257.22,661,687,VALID_DATA,杨桃6
07:28.0,1,955.856,33.881,1344.098,676,702,VALID_DATA,杨桃7
07:32.9,1,1098.825,-17.025,1189.672,666,692,VALID_DATA,杨桃7
07:42.2,1,1071.188,56.756,1224.308,671,697,VALID_DATA,杨桃8
07:47.1,1,1122.413,118.35,753.981,661,687,VALID_DATA,杨桃8
08:01.8,1,793.106,55.144,1385.843,681,707,VALID_DATA,杨桃10
08:07.8,1,912.619,47.531,1512.319,666,692,VALID_DATA,杨桃10
08:49.2,1,782.55,93.094,1449.096,676,702,VALID_DATA,杨桃11
08:56.3,1,844.125,68.025,1472.509,666,692,VALID_DATA,杨桃11
09:08.0,1,744.656,70.781,1473.024,671,697,VALID_DATA,杨桃12
09:13.1,1,821.55,-59.962,1623.397,661,687,VALID_DATA,杨桃12
09:33.2,1,770.025,115.725,1463.555,681,707,VALID_DATA,杨桃14
09:39.7,1,807.619,107.906,1276.489,671,697,VALID_DATA,杨桃14
11:16.7,1,798.338,74.419,1371.051,696,722,VALID_DATA,基准值
11:35.0,1,972.056,54.825,1486.001,666,692,VALID_DATA,杨桃15
11:39.3,1,1046.381,-143.531,1583.224,656,682,VALID_DATA,杨桃15
12:58.4,1,942.394,-9.994,1610.147,666,692,VALID_DATA,杨桃16
13:02.1,1,1094.625,-131.906,1579.806,656,682,VALID_DATA,杨桃16
13:10.7,1,1111.406,61.181,1368.359,666,692,VALID_DATA,杨桃17
13:14.4,1,1287.562,15.019,1262.816,656,682,VALID_DATA,杨桃17
14:15.3,1,1033.819,31.05,1442.078,666,692,VALID_DATA,杨桃18
14:19.8,1,1241.531,27.244,1272.164,656,682,VALID_DATA,杨桃18
14:30.1,1,816.356,-140.062,1700.383,671,697,VALID_DATA,杨桃19
14:33.5,1,853.125,-132,1627.057,661,687,VALID_DATA,杨桃19
15:37.8,1,864.319,130.05,1361.704,671,697,VALID_DATA,杨桃21
15:43.0,1,960.337,152.494,1106.091,661,687,VALID_DATA,杨桃21
16:55.6,1,1098.412,160.425,1313.001,666,692,VALID_DATA,杨桃22
16:59.6,1,1177.106,199.912,1106.454,656,682,VALID_DATA,杨桃22
17:10.3,1,733.256,89.175,1531.437,681,707,VALID_DATA,杨桃23
17:13.7,1,778.2,50.906,1694.817,671,697,VALID_DATA,杨桃23
17:41.9,1,761.831,-55.688,1529.954,676,702,VALID_DATA,杨桃20
17:46.7,1,815.962,-174.037,1348.787,666,692,VALID_DATA,杨桃20
17:55.1,1,806.494,45.581,1621.43,681,707,VALID_DATA,杨桃24
17:58.7,1,915.731,5.681,1528.321,671,697,VALID_DATA,杨桃24
18:11.8,1,801.713,50.081,1391.651,666,692,VALID_DATA,杨桃25
18:18.5,1,868.987,3.938,1218.53,656,682,VALID_DATA,杨桃25
18:25.5,1,866.381,39.319,1552.188,676,702,VALID_DATA,杨桃26
18:30.8,1,1018.425,-5.419,1358.8,666,692,VALID_DATA,杨桃26
19:08.5,1,995.587,88.256,1397.973,666,692,VALID_DATA,杨桃27
19:12.8,1,1114.987,135.675,1010.078,656,682,VALID_DATA,杨桃27
19:41.6,1,1144.069,115.781,1533.524,661,687,VALID_DATA,杨桃28
19:45.0,1,1391.231,134.55,1211.513,651,677,VALID_DATA,杨桃28
20:05.7,1,768.619,-8.194,1589.063,671,697,VALID_DATA,杨桃29
20:09.5,1,814.781,-260.156,1545.23,661,687,VALID_DATA,杨桃29
22:08.6,1,712.744,-17.081,1576.206,671,697,VALID_DATA,杨桃31
22:13.1,1,767.044,-249.431,1590.242,661,687,VALID_DATA,杨桃31
22:45.6,1,685.2,-59.419,1586.371,676,702,VALID_DATA,杨桃32
22:50.2,1,758.325,-164.231,1501.58,666,692,VALID_DATA,杨桃32
28:56.8,1,745.631,8.756,1468.002,746,772,VALID_DATA,基准值
29:14.0,1,692.212,-5.944,1551.008,676,702,VALID_DATA,杨桃33
29:18.3,1,711.413,-104.888,1581.531,666,692,VALID_DATA,杨桃33
29:38.9,1,710.475,-25.875,1601.072,671,697,VALID_DATA,杨桃34
29:42.8,1,772.894,-226.088,1616.681,661,687,VALID_DATA,杨桃34
29:59.7,1,768.356,30.938,1581.44,656,682,VALID_DATA,杨桃35
30:04.8,1,841.781,0.094,1521.393,641,667,VALID_DATA,杨桃35
30:30.1,1,787.237,18.806,1635.194,666,692,VALID_DATA,杨桃36
30:38.6,1,966.338,21.113,1618.526,656,682,VALID_DATA,杨桃36
31:05.0,1,703.988,1.012,1560.628,666,692,VALID_DATA,杨桃38
31:09.2,1,841.931,18.075,1395.07,656,682,VALID_DATA,杨桃38
31:59.5,1,938.288,74.55,1293.157,666,692,VALID_DATA,杨桃37
32:03.1,1,1056.694,116.719,932.245,656,682,VALID_DATA,杨桃37
32:17.2,1,725.494,13.369,1476.563,666,692,VALID_DATA,杨桃39
32:23.8,1,882.862,6.056,1224.581,656,682,VALID_DATA,杨桃39
35:03.8,1,703.013,-17.1,1630.535,676,702,VALID_DATA,杨桃40
35:06.9,1,766.913,-66.45,1725.43,666,692,VALID_DATA,杨桃40
35:19.4,1,1072.481,6,1442.017,661,687,VALID_DATA,杨桃41
35:23.5,1,1377.263,92.85,1029.014,651,677,VALID_DATA,杨桃41
35:46.6,1,925.106,65.362,1604.732,661,687,VALID_DATA,杨桃43
35:50.2,1,1255.988,57.188,1147.534,651,677,VALID_DATA,杨桃43
37:29.5,1,806.962,-87.263,968.938,666,692,VALID_DATA,杨桃42
37:33.6,1,859.538,-156,715.322,656,682,VALID_DATA,杨桃42
40:25.2,1,229.088,-51.938,1134.133,756,782,VALID_DATA,基准值
40:47.0,1,339.581,-163.181,1233.746,701,727,VALID_DATA,杨桃44
40:52.2,1,388.387,-166.256,1178.54,691,717,VALID_DATA,杨桃44
41:00.1,1,269.625,-111.206,1317.781,711,737,VALID_DATA,杨桃45
41:04.0,1,302.006,-130.312,1308.736,701,727,VALID_DATA,杨桃45
41:37.5,1,146.325,-145.688,1182.473,706,732,VALID_DATA,杨桃46
41:47.6,1,144.338,-179.906,1212.723,691,717,VALID_DATA,杨桃46
43:17.0,1,212.194,-40.631,1205.402,691,717,VALID_DATA,杨桃47
43:21.5,1,230.344,-48.487,1218.954,681,707,VALID_DATA,杨桃47
45:11.4,1,182.381,-72.975,1130.14,701,727,VALID_DATA,杨桃48
45:27.0,1,150.863,-59.831,1082.436,691,717,VALID_DATA,杨桃48
46:09.5,1,282.469,-48.656,1238.919,706,732,VALID_DATA,杨桃49
46:15.8,1,408.938,-35.194,1199.957,691,717,VALID_DATA,杨桃49
46:38.9,1,388.725,-63.263,1218.531,691,717,VALID_DATA,杨桃50
46:42.2,1,475.8,-53.194,1136.644,681,707,VALID_DATA,杨桃50
46:54.5,1,445.781,-143.531,1200.653,706,732,VALID_DATA,杨桃51
46:59.5,1,501.881,-161.625,1155.732,696,722,VALID_DATA,杨桃51
47:10.1,1,186.9,-104.662,1232.96,721,747,VALID_DATA,杨桃52
47:14.9,1,200.906,-114.713,1226.456,711,737,VALID_DATA,杨桃52
47:38.6,1,435.019,-35.737,1070.85,706,732,VALID_DATA,杨桃53
47:42.1,1,512.175,-24.769,945.312,696,722,VALID_DATA,杨桃53
48:04.1,1,326.794,-24.619,1141.786,731,757,VALID_DATA,杨桃54
48:06.7,1,378.994,-9.281,1085.188,721,747,VALID_DATA,杨桃54
50:27.2,1,284.794,-78.244,1128.174,701,727,VALID_DATA,杨桃55
50:33.7,1,384.6,-95.588,1045.773,691,717,VALID_DATA,杨桃55
50:45.3,1,330.75,-89.362,1039.904,706,732,VALID_DATA,杨桃56
50:48.8,1,403.744,-77.213,913.157,696,722,VALID_DATA,杨桃56
51:02.0,1,418.613,-48.169,978.134,691,717,VALID_DATA,杨桃57
51:05.7,1,459.637,-34.462,810.458,681,707,VALID_DATA,杨桃57
51:29.6,1,371.119,-20.119,1071.304,711,737,VALID_DATA,杨桃58
51:39.5,1,541.65,-31.669,768.259,691,717,VALID_DATA,杨桃58
51:48.6,1,258.788,-60.206,1228.301,721,747,VALID_DATA,杨桃59
51:51.8,1,390.244,-50.85,1103.611,711,737,VALID_DATA,杨桃59
52:01.0,1,335.062,-96.544,1237.376,721,747,VALID_DATA,杨桃60
52:05.8,1,419.062,-101.831,1183.803,711,737,VALID_DATA,杨桃60
52:21.1,1,213.9,-11.925,1256.767,716,742,VALID_DATA,杨桃61
52:25.9,1,295.669,-16.087,1221.435,706,732,VALID_DATA,杨桃61
52:35.9,1,272.156,-58.106,1239.464,716,742,VALID_DATA,杨桃62
52:39.0,1,340.744,-26.044,1200.29,706,732,VALID_DATA,杨桃62
53:30.3,1,334.5,-100.8,1173.972,711,737,VALID_DATA,杨桃63
53:33.5,1,422.475,-86.831,1100.313,701,727,VALID_DATA,杨桃63
54:05.0,1,343.031,-74.381,1127.901,711,737,VALID_DATA,杨桃64
54:08.9,1,425.156,-80.888,1037.424,701,727,VALID_DATA,杨桃64
54:47.9,1,195.319,-64.5,1163.566,716,742,VALID_DATA,杨桃65
54:51.3,1,245.344,-56.569,1144.993,706,732,VALID_DATA,杨桃65
55:16.9,1,255.281,-43.481,1182.715,711,737,VALID_DATA,杨桃66
55:22.7,1,330.731,-40.275,1137.703,701,727,VALID_DATA,杨桃66
55:34.7,1,262.594,-60.6,1203.436,706,732,VALID_DATA,杨桃67
55:42.8,1,205.744,-67.725,1235.198,696,722,VALID_DATA,杨桃67
40:31.1,1,154.35,139.162,945.464,706,696,VALID_DATA,基准值
40:44.1,1,75.281,382.012,960.165,681,671,VALID_DATA,杨桃68
40:48.7,1,185.738,420.094,641.119,671,661,VALID_DATA,杨桃68
41:00.0,1,215.794,236.662,1060.293,681,671,VALID_DATA,杨桃69
41:04.7,1,306.637,247.613,852.385,671,661,VALID_DATA,杨桃69
41:18.6,1,247.856,134.512,1083.494,686,676,VALID_DATA,杨桃70
41:21.9,1,304.5,24,903.537,676,666,VALID_DATA,杨桃70
41:49.6,1,159.037,43.237,1153.16,691,681,VALID_DATA,杨桃71
41:53.5,1,120.075,66.525,1179.478,681,671,VALID_DATA,杨桃71
42:12.2,1,233.175,162.9,1083.767,696,686,VALID_DATA,杨桃72
42:17.4,1,345.544,186.225,1007.809,686,676,VALID_DATA,杨桃72
42:30.6,1,197.231,238.631,1060.626,686,676,VALID_DATA,杨桃73
42:34.8,1,204.619,300.113,892.163,676,666,VALID_DATA,杨桃73
43:07.5,1,145.856,149.662,1207.943,681,671,VALID_DATA,杨桃74
43:13.1,1,153.431,124.256,1303.503,671,661,VALID_DATA,杨桃74
43:29.5,1,175.162,97.406,1100.888,671,661,VALID_DATA,杨桃76
43:33.8,1,226.988,14.662,978.708,661,651,VALID_DATA,杨桃76
43:51.5,1,213.637,-48.169,1144.085,666,656,VALID_DATA,杨桃77
43:55.2,1,238.425,-92.1,1050.28,656,646,VALID_DATA,杨桃77
44:08.4,1,243.375,74.156,1162.024,676,666,VALID_DATA,杨桃78
44:11.5,1,302.344,60.619,1088.274,666,656,VALID_DATA,杨桃78
44:21.1,1,132.319,-24.694,1073.24,676,666,VALID_DATA,杨桃79
44:24.4,1,165.844,-82.219,916.666,666,656,VALID_DATA,杨桃79
44:55.8,1,248.044,132.206,950.152,686,676,VALID_DATA,杨桃80
45:00.7,1,187.238,62.906,459.528,676,666,VALID_DATA,杨桃80
45:11.6,1,276,122.156,921.385,681,671,VALID_DATA,杨桃81
45:15.3,1,365.681,116.1,707.336,671,661,VALID_DATA,杨桃81
45:26.3,1,325.462,195.169,709.877,676,666,VALID_DATA,杨桃82
45:30.2,1,424.781,194.606,333.143,666,656,VALID_DATA,杨桃82
45:43.2,1,63.769,-30.225,1175.485,686,676,VALID_DATA,杨桃83
45:46.9,1,96.862,-267.619,1090.906,676,666,VALID_DATA,杨桃83
47:26.1,1,231.581,68.194,1124.998,676,666,VALID_DATA,杨桃84
47:29.8,1,268.95,38.194,1035.336,666,656,VALID_DATA,杨桃84
47:40.5,1,136.875,14.925,1217.623,681,671,VALID_DATA,杨桃85
47:43.7,1,156.356,-157.275,1139.669,671,661,VALID_DATA,杨桃85
47:58.8,1,146.062,24.581,1153.917,676,666,VALID_DATA,杨桃86
48:02.9,1,173.344,-6.431,1052.065,666,656,VALID_DATA,杨桃86
48:11.5,1,351.788,98.55,1049.494,676,666,VALID_DATA,杨桃87
48:14.9,1,454.613,147.094,786.439,666,656,VALID_DATA,杨桃87
48:25.5,1,367.238,45.131,875.435,671,661,VALID_DATA,杨桃88
48:29.0,1,404.663,50.531,856.045,661,651,VALID_DATA,杨桃88
48:43.2,1,252.675,129.281,1029.438,676,666,VALID_DATA,杨桃89
48:46.3,1,238.162,-2.25,1096.562,666,656,VALID_DATA,杨桃89
49:04.9,1,114.638,63.188,1036.274,691,681,VALID_DATA,杨桃90
49:08.4,1,174.281,70.031,917.059,681,671,VALID_DATA,杨桃90
49:17.9,1,197.812,4.612,1041.598,761,751,VALID_DATA,基准值
50:47.9,1,39.487,65.156,847.242,686,676,VALID_DATA,杨桃91
50:52.3,1,199.35,52.425,392.524,676,666,VALID_DATA,杨桃91
51:02.1,1,164.662,232.031,689.307,686,676,VALID_DATA,杨桃92
51:05.5,1,184.238,171.375,197.139,676,666,VALID_DATA,杨桃92
51:49.6,1,132.863,121.744,1171.431,681,671,VALID_DATA,杨桃93
51:53.1,1,134.25,138.412,940.805,671,661,VALID_DATA,杨桃93
52:04.1,1,254.4,294.469,727.815,676,666,VALID_DATA,杨桃94
52:06.8,1,238.294,332.344,553.696,666,656,VALID_DATA,杨桃94
52:18.2,1,158.175,497.7,246.205,676,666,VALID_DATA,杨桃95
52:21.3,1,177.356,445.163,78.832,666,656,VALID_DATA,杨桃95
52:29.2,1,287.119,385.988,687.401,676,666,VALID_DATA,杨桃96
52:31.7,1,280.931,430.594,486.329,666,656,VALID_DATA,杨桃96
52:57.8,1,300.131,176.569,1060.504,676,666,VALID_DATA,杨桃97
53:00.1,1,357.956,153.169,884.752,666,656,VALID_DATA,杨桃97
53:10.1,1,310.688,241.575,868.417,671,661,VALID_DATA,杨桃98
53:13.0,1,295.406,234.338,743.666,661,651,VALID_DATA,杨桃98
53:23.7,1,221.569,421.425,251.136,671,661,VALID_DATA,杨桃99
53:26.7,1,210.694,399.769,84.034,661,651,VALID_DATA,杨桃99
54:27.2,1,172.631,436.5,469.208,676,666,VALID_DATA,杨桃100
54:30.3,1,191.794,450.637,321.497,666,656,VALID_DATA,杨桃100
54:40.7,1,44.25,309.712,985.999,681,671,VALID_DATA,杨桃101
54:43.3,1,61.688,276.75,991.867,671,661,VALID_DATA,杨桃101
54:56.0,1,220.688,251.756,1016.854,666,656,VALID_DATA,杨桃102
55:00.9,1,237.319,235.725,957.019,656,646,VALID_DATA,杨桃102
04:06.4,1,161.4,125.906,963.583,721,711,VALID_DATA,基准值
04:25.1,1,185.756,153.75,1094.687,661,651,VALID_DATA,香蕉1
04:28.3,1,269.85,138.131,1051.49,651,641,VALID_DATA,香蕉1
05:39.8,1,184.631,321.525,990.96,676,666,VALID_DATA,香蕉2
05:42.9,1,199.106,373.294,772.01,666,656,VALID_DATA,香蕉2
05:54.1,1,177.919,282.206,990.869,671,661,VALID_DATA,香蕉3
05:57.8,1,228.637,330.019,827.731,661,651,VALID_DATA,香蕉3
06:16.7,1,159.787,252.469,1006.599,666,656,VALID_DATA,香蕉4
06:20.9,1,173.006,217.631,887.323,656,646,VALID_DATA,香蕉4
06:34.2,1,87.525,209.344,1071.697,681,671,VALID_DATA,香蕉6
06:37.3,1,107.006,205.725,829.818,671,661,VALID_DATA,香蕉6
07:24.8,1,66.994,291.619,948.61,681,671,VALID_DATA,香蕉7
07:28.4,1,90.338,309.844,768.108,671,661,VALID_DATA,香蕉7
07:43.4,1,137.231,298.406,996.98,666,656,VALID_DATA,香蕉8
07:46.4,1,163.425,324.113,825.069,656,646,VALID_DATA,香蕉8
08:01.6,1,-27.731,-10.238,972.568,671,661,VALID_DATA,香蕉5
08:05.1,1,-77.513,-52.219,886.083,661,651,VALID_DATA,香蕉5
08:32.2,1,123.356,370.631,684.043,661,651,VALID_DATA,香蕉9
08:40.3,1,125.719,367.069,399.33,651,641,VALID_DATA,香蕉9
10:01.1,1,0.113,291.619,885.629,676,666,VALID_DATA,香蕉10
10:04.2,1,18.056,285.75,611.443,666,656,VALID_DATA,香蕉10
10:30.9,1,40.05,201.45,1041.84,676,666,VALID_DATA,香蕉11
10:38.6,1,73.256,178.05,887.656,666,656,VALID_DATA,香蕉11
11:06.0,1,90.919,483.713,652.765,676,666,VALID_DATA,香蕉12
11:10.1,1,77.269,489.938,400.087,666,656,VALID_DATA,香蕉12
11:33.2,1,253.2,362.794,785.29,671,661,VALID_DATA,香蕉13
11:36.3,1,257.006,344.906,638.396,661,651,VALID_DATA,香蕉13
11:47.2,1,189.844,438.544,620.276,671,661,VALID_DATA,香蕉14
11:50.1,1,206.7,436.631,365.238,661,651,VALID_DATA,香蕉14
12:27.6,1,142.912,262.856,1042.143,681,671,VALID_DATA,香蕉15
12:31.4,1,178.012,243.881,860.945,671,661,VALID_DATA,香蕉15
12:45.1,1,92.362,92.831,633.344,686,676,VALID_DATA,香蕉16
12:48.9,1,49.669,29.475,281.688,676,666,VALID_DATA,香蕉16
13:07.8,1,203.344,232.312,959.953,666,656,VALID_DATA,香蕉17
13:12.8,1,217.444,254.062,849.027,656,646,VALID_DATA,香蕉17
13:26.9,1,122.4,155.175,979.858,666,656,VALID_DATA,香蕉18
13:30.7,1,155.794,138.844,801.232,656,646,VALID_DATA,香蕉18
14:28.7,1,173.4,308.512,697.535,656,646,VALID_DATA,香蕉19
14:33.4,1,168.431,329.156,574.871,646,636,VALID_DATA,香蕉19
16:55.1,1,60.337,71.531,1119.492,691,681,VALID_DATA,香蕉20
17:01.4,1,-42.975,13.725,1156.579,681,671,VALID_DATA,香蕉20
17:22.7,1,36.281,216.525,1105.486,666,656,VALID_DATA,香蕉21
17:26.2,1,89.944,266.288,1003.635,656,646,VALID_DATA,香蕉21
17:52.4,1,94.088,321.056,868.508,661,651,VALID_DATA,香蕉22
17:56.4,1,84.562,360.994,602.278,651,641,VALID_DATA,香蕉22
18:12.7,1,52.388,410.85,92.141,691,681,VALID_DATA,香蕉24
18:18.7,1,50.044,317.288,20.661,681,671,VALID_DATA,香蕉24
18:28.6,1,81.581,351.994,938.446,671,661,VALID_DATA,香蕉25
18:32.1,1,135.131,392.644,745.178,661,651,VALID_DATA,香蕉25
19:23.3,1,88.106,490.819,458.923,686,676,VALID_DATA,香蕉26
19:26.9,1,141.881,443.062,220.16,676,666,VALID_DATA,香蕉26
19:37.6,1,38.4,411.844,62.648,681,671,VALID_DATA,香蕉27
19:40.9,1,50.081,336.863,10.829,671,661,VALID_DATA,香蕉27
20:05.5,1,186.581,514.013,258.335,661,651,VALID_DATA,香蕉23
20:08.6,1,202.669,444.113,90.599,651,641,VALID_DATA,香蕉23
20:25.0,1,-61.069,175.256,1082.708,696,686,VALID_DATA,香蕉28
20:29.3,1,-138.863,105.469,967.335,686,676,VALID_DATA,香蕉28
20:44.1,1,-169.781,72.956,989.024,686,676,VALID_DATA,香蕉29
20:48.3,1,-203.588,0.056,729.842,676,666,VALID_DATA,香蕉29
21:12.9,1,53.438,23.363,1133.286,626,616,VALID_DATA,香蕉30
21:17.8,1,67.856,-99.675,1151.376,616,606,VALID_DATA,香蕉30
22:08.5,1,10.706,129.544,1100.072,646,636,VALID_DATA,香蕉31
22:12.0,1,-16.8,80.737,956.293,636,626,VALID_DATA,香蕉31
22:24.3,1,111.506,253.031,994.136,691,681,VALID_DATA,香蕉33
22:28.4,1,128.175,266.438,865.15,681,671,VALID_DATA,香蕉33
22:38.5,1,176.25,251.55,806.193,681,671,VALID_DATA,香蕉34
22:41.8,1,203.25,228.431,689.398,671,661,VALID_DATA,香蕉34
23:09.6,1,266.006,271.913,835.112,651,641,VALID_DATA,香蕉32
23:12.3,1,280.294,269.775,668.283,641,631,VALID_DATA,香蕉32
23:25.6,1,74.325,277.575,1036.365,676,666,VALID_DATA,香蕉36
23:28.7,1,54.562,305.119,828.668,666,656,VALID_DATA,香蕉36
