 ,sensor_id,sensor_x,sensor_y,sensor_z,index_finger,thumb,sensor_status,
21:02.9,1,186.494,-105.45,-720.253,647,623,VALID_DATA,西梅69
21:06.5,1,193.069,-111.188,-592.567,637,613,VALID_DATA,西梅69
21:15.2,1,193.312,-105.619,-976.399,657,633,VALID_DATA,西梅70
21:19.6,1,176.012,-128.494,-820.198,647,623,VALID_DATA,西梅70
21:28.9,1,184.85,-129.787,-832.51,647,623,VALID_DATA,西梅71
21:35.1,1,182.619,-144.938,-732.262,637,613,VALID_DATA,西梅71
21:57.1,1,183.275,-130.838,-737.465,642,618,VALID_DATA,西梅72
22:01.5,1,198.525,-164.906,-637.731,632,608,VALID_DATA,西梅72
22:08.6,1,200.85,-123.019,-920.538,652,628,VALID_DATA,西梅73
22:13.3,1,197.812,-154.613,-774.551,642,618,VALID_DATA,西梅73
22:20.8,1,159.169,-178.238,-809.127,642,618,VALID_DATA,西梅74
22:25.0,1,163.85,-183.919,-669.917,632,608,VALID_DATA,西梅74
22:37.6,1,163.85,-106.987,-733.29,657,633,VALID_DATA,西梅76
22:41.8,1,163.85,-86.025,-608.418,647,623,VALID_DATA,西梅76
22:49.2,1,192.694,-105.544,-711.722,652,628,VALID_DATA,西梅75
22:51.8,1,204.075,-96.731,-602.187,642,618,VALID_DATA,西梅75
23:34.8,1,165.738,-131.869,-912.703,657,633,VALID_DATA,西梅77
23:38.6,1,182.675,-149.869,-768.834,647,623,VALID_DATA,西梅77
2025-09-28 17:24:13.627,1,185.95,-166.219,-753.83,652,628,VALID_DATA,西梅78
2025-09-28 17:24:16.985,1,205.519,-169.444,-623.12,642,618,VALID_DATA,西梅78
2025-09-28 17:24:24.603,1,168.45,-141.169,-851.295,652,628,VALID_DATA,西梅79
2025-09-28 17:24:28.087,1,161.912,-157.5,-714.233,642,618,VALID_DATA,西梅79
2025-09-28 17:24:35.866,1,168.581,-144.787,-829.334,647,623,VALID_DATA,西梅80
2025-09-28 17:24:39.813,1,172.6,-161.344,-709.362,637,613,VALID_DATA,西梅80
2025-09-28 17:24:54.251,1,150.469,-65.588,-754.859,657,633,VALID_DATA,西梅81
2025-09-28 17:24:57.804,1,141.206,-63.6,-640.06,647,623,VALID_DATA,西梅81
2025-09-28 17:25:16.742,1,168.262,-93.769,-896.882,662,638,VALID_DATA,西梅82
2025-09-28 17:25:21.205,1,168.731,-113.138,-747.72,652,628,VALID_DATA,西梅82
2025-09-28 17:25:27.360,1,188.137,-109.219,-654.519,647,623,VALID_DATA,西梅83
2025-09-28 17:25:30.463,1,198.412,-116.156,-558.052,637,613,VALID_DATA,西梅83
2025-09-28 17:25:36.733,1,201.956,-107.55,-809.974,652,628,VALID_DATA,西梅84
2025-09-28 17:25:40.348,1,220.05,-128.644,-669.614,642,618,VALID_DATA,西梅84
2025-09-28 17:25:50.601,1,172.606,-104.175,-911.765,667,643,VALID_DATA,西梅85
2025-09-28 17:25:54.179,1,183.594,-107.7,-826.975,657,633,VALID_DATA,西梅85
2025-09-28 17:26:01.021,1,157.569,-105.15,-753.618,657,633,VALID_DATA,西梅86
2025-09-28 17:26:04.945,1,161.95,-175.088,-677.903,647,623,VALID_DATA,西梅86
2025-09-28 17:26:14.861,1,183.838,-145.162,-807.887,657,633,VALID_DATA,西梅87
2025-09-28 17:26:18.240,1,179.231,-188.794,-710.633,647,623,VALID_DATA,西梅87
2025-09-28 17:26:48.513,1,166.375,-75.131,-903.84,662,638,VALID_DATA,西梅88
2025-09-28 17:26:51.965,1,114.3,-87.3,-770.346,652,628,VALID_DATA,西梅88
2025-09-28 17:26:57.333,1,132.863,-82.669,-775.67,657,633,VALID_DATA,西梅89
2025-09-28 17:27:00.561,1,129.188,-118.631,-701.588,647,623,VALID_DATA,西梅89
2025-09-28 17:27:07.868,1,140.875,-154.856,-770.74,652,628,VALID_DATA,西梅90
2025-09-28 17:27:10.964,1,140.5,-200.531,-687.008,642,618,VALID_DATA,西梅90
2025-09-28 17:27:17.359,1,166.131,-172.387,-844.308,642,618,VALID_DATA,西梅91
2025-09-28 17:27:21.035,1,163.85,-234.244,-732.443,632,608,VALID_DATA,西梅91
2025-09-28 17:27:33.058,1,189.656,-154.594,-704.946,647,623,VALID_DATA,西梅92
2025-09-28 17:27:36.628,1,222.544,-262.613,-648.5,637,613,VALID_DATA,西梅92
2025-09-28 17:27:43.345,1,218.006,-149.363,-888.987,657,633,VALID_DATA,西梅93
2025-09-28 17:27:46.741,1,224.269,-191.775,-791.068,647,623,VALID_DATA,西梅93
2025-09-28 17:27:55.998,1,250.8,-206.006,-838.711,647,623,VALID_DATA,西梅94
2025-09-28 17:27:59.479,1,255.544,-301.95,-700.771,637,613,VALID_DATA,西梅94
2025-09-28 17:28:16.899,1,186.056,-138.206,-748.173,652,628,VALID_DATA,西梅95
2025-09-28 17:28:19.843,1,190.444,-129.131,-608.116,642,618,VALID_DATA,西梅95
2025-09-28 17:28:27.067,1,213.0,-147.919,-794.426,652,628,VALID_DATA,西梅96
2025-09-28 17:28:30.251,1,216.056,-206.4,-660.357,642,618,VALID_DATA,西梅96
2025-09-28 17:28:52.251,1,158.756,-158.85,-821.439,657,633,VALID_DATA,西梅97
2025-09-28 17:28:56.296,1,137.838,-152.25,-696.537,647,623,VALID_DATA,西梅97
2025-09-28 17:29:06.691,1,147.819,-149.794,-576.989,652,628,VALID_DATA,西梅98
2025-09-28 17:29:10.948,1,161.8,-195.75,-567.067,642,618,VALID_DATA,西梅98
2025-09-28 17:29:33.955,1,219.825,-217.819,-868.871,667,643,VALID_DATA,西梅99
2025-09-28 17:29:38.082,1,218.494,-289.331,-670.612,657,633,VALID_DATA,西梅99
2025-09-28 17:29:46.754,1,163.85,-224.869,-675.362,657,633,VALID_DATA,西梅100
2025-09-28 17:29:50.809,1,159.45,-261.9,-586.427,647,623,VALID_DATA,西梅100
2025-09-28 17:29:58.816,1,235.669,-181.387,-899.0,662,638,VALID_DATA,西梅101
2025-09-28 17:30:03.295,1,252.769,-218.119,-792.308,652,628,VALID_DATA,西梅101
2025-09-28 17:30:10.820,1,130.594,-140.55,-627.052,657,633,VALID_DATA,西梅102
2025-09-28 17:30:14.976,1,117.938,-124.05,-534.064,647,623,VALID_DATA,西梅102
